transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud
4812,692,154.02690341868202,POS,Food,TR,15,0.05700659039161092,0.3017901623437813,0
5904,273,17.22597177230158,QR,Food,FR,21,0.18180258044072636,0.01049800330944559,0
5703,955,165.33038512327585,QR,Travel,TR,17,0.349253591655364,0.007093880717579601,0
3132,661,19.37078671361645,Online,Electronics,TR,17,0.07945966333123006,0.09759726185891764,0
4079,956,1.1819203387673372,ATM,Grocery,UK,23,0.14942430566616619,0.08905956436868212,0
3810,958,19.92463860975981,QR,Travel,DE,6,0.16200187180664435,0.14438776886449053,0
61,686,13.413795831178373,ATM,Travel,TR,23,0.009600768823604456,0.002071276485927436,0
8516,574,172.796294855813,POS,Grocery,TR,12,0.09681216710332761,0.40643998651575824,0
3373,990,22.988358262749998,ATM,Travel,FR,18,0.038875109408505734,0.02915762219128224,0
7358,522,145.43015351061294,Online,Electronics,UK,19,0.3865657190330399,0.30414945295411794,0
6450,958,313.40147310218384,POS,Clothing,UK,6,0.10464954711827927,0.22185480786109,0
2177,139,2.8671671238541947,Online,Electronics,FR,14,0.025608637502223298,0.10623670682210247,0
7023,757,81.05358486960638,Online,Food,DE,22,0.25135832443165396,0.023944734475931873,0
3696,937,19.42427303143278,Online,Electronics,TR,18,0.04377983394979159,0.07149757837637939,0
8649,9,328.3837379292529,ATM,Clothing,TR,13,0.29175737719471445,0.5895965140297291,0
2734,912,135.87478191493028,Online,Food,TR,14,0.18542087635002813,0.10465088761413113,0
2376,215,482.74735277160806,POS,Clothing,DE,19,0.6107315970469278,0.2081228828573069,1
5104,61,270.873392889079,POS,Electronics,DE,21,0.1329855124525305,0.0995366407411415,0
1367,284,21.0362892670627,QR,Grocery,DE,4,0.054740060750075516,0.09481606193435947,0
393,942,43.17588097060419,Online,Electronics,US,22,0.0654170988373663,0.3732839823565624,0
4392,780,7.051749426109034,Online,Clothing,TR,21,0.055400718615694115,0.07594355050960812,0
5155,328,60.56861803232744,POS,Food,US,22,0.4384380533424497,0.2840003822782534,0
4375,571,70.75203452627368,Online,Food,DE,23,0.22017568968815945,0.3701271011884578,0
5325,395,62.42208052967562,POS,Clothing,UK,14,0.16670365537322732,0.4046133669801338,0
3969,693,321.69954640957286,QR,Food,DE,21,0.06940435240739057,0.3292768965419959,0
9867,48,31.88431693817518,ATM,Clothing,TR,19,0.11678584865676751,0.09091469993636919,0
7216,377,13.45404073945567,QR,Food,FR,8,0.016391082505254628,0.05844183490068269,0
5672,28,97.36610323093555,POS,Clothing,DE,16,0.06242805264637495,0.10063777411568005,0
9790,310,31.728438676518202,POS,Clothing,US,17,0.059384807031622376,0.1257567637399807,0
5790,991,129.4697216451334,POS,Food,UK,5,0.04453998338906332,0.4965322639426826,0
8482,493,21.555982791217417,ATM,Clothing,US,22,0.15424981120060774,0.4228869447481754,0
6349,967,61.391494076173935,ATM,Grocery,TR,22,0.19616485281096752,0.05918671048951205,0
5005,714,441.11261181815973,POS,Grocery,UK,14,0.1313602344970819,0.058209019893145246,0
5451,182,103.80856801667855,QR,Grocery,UK,20,0.41735669251393576,0.8566798063691551,0
9990,64,23.484587706150723,QR,Food,UK,14,0.04040308875981726,0.049059544150231324,0
4253,9,2.3181559080024767,Online,Electronics,FR,15,0.013847873285732754,0.09160766010156103,0
1573,154,2.3863134668431627,ATM,Travel,TR,22,0.03400427927801797,0.005617544411238574,0
8190,564,51.64945232432033,Online,Travel,TR,8,0.14777510376140307,0.1141099794621647,0
5261,604,414.3415942691375,QR,Electronics,FR,10,0.08155228702446472,0.07247609941564283,0
2726,527,46.131304990658954,Online,Electronics,DE,16,0.06798503602160486,0.17078890963063934,0
4667,154,211.4926161174407,POS,Electronics,UK,23,0.10808640472148152,0.03668320028263063,0
5391,310,68.3262049087804,ATM,Electronics,DE,14,0.538342913123801,0.3887103217252832,0
9614,960,69.01303711645772,Online,Clothing,TR,13,0.1397621673589222,0.06294314654153811,0
2417,389,15.739982725955922,QR,Clothing,TR,20,0.09285792750063396,0.3163014246687751,0
8242,213,76.1359317085411,POS,Food,US,21,0.17054511477019202,0.10114019100731832,1
83,685,10.826136528886362,POS,Grocery,DE,23,0.034182578008177276,0.07344010406656132,0
5922,537,83.64364969456827,Online,Electronics,DE,21,0.14177574923457054,0.29702606440589185,0
396,838,7.366211707151392,ATM,Clothing,TR,21,0.28045239857936616,0.17755440877211515,0
1261,295,83.88065174059896,POS,Electronics,US,14,0.24246882026937844,0.27064005643038674,0
8160,229,11.282523800662569,QR,Food,FR,23,0.4087617930974493,0.16931614277384527,0
6493,105,245.77631589926375,ATM,Grocery,DE,7,0.3387557527279123,0.2940151967563014,0
7923,624,61.97138589881751,ATM,Clothing,US,18,0.1492751403071774,0.003573198634574142,0
8706,325,493.18027076111565,QR,Grocery,US,4,0.2288830787445508,0.5205814078063119,0
4614,234,239.53080469698656,QR,Clothing,DE,13,0.08220457420639823,0.11219053471404616,0
5547,535,747.1979718759527,QR,Travel,DE,10,0.07627996590374736,0.19232754042454725,0
8941,402,296.91871315915114,POS,Travel,UK,20,0.05712116545063926,0.030137501254477825,0
1269,631,440.5654286379635,Online,Travel,US,15,0.09783397318462991,0.09941715771446664,0
4290,30,43.244497423223784,QR,Electronics,DE,18,0.4420097904844977,0.015715257460069507,0
2513,344,145.5836836038734,POS,Food,US,15,0.10910149200716181,0.10813990895646591,0
6880,693,153.1187709933836,POS,Food,UK,17,0.35605280561868574,0.17990647528119505,0
847,163,12.079182120136863,QR,Clothing,FR,18,0.3647008693776665,0.04807865654690207,0
9435,164,508.5274611435213,QR,Travel,FR,13,0.26301507276184377,0.20907920016093476,1
1084,53,580.7396989999526,QR,Electronics,DE,18,0.3214608501348422,0.3323230395858689,0
3745,211,31.628668598776294,POS,Food,DE,21,0.12532672754345736,0.10841819281586433,0
7479,633,86.18405393766066,QR,Electronics,UK,19,0.3540061057119276,0.14475932473151754,0
2093,450,6.115940186908365,ATM,Electronics,FR,10,0.002771301150962947,0.08003891247433363,0
2036,596,699.020968310762,Online,Electronics,DE,13,0.501445602379512,0.2673826668597428,0
5928,317,436.149257765254,QR,Food,US,14,0.05851796014258421,0.03683343187364809,0
3845,9,280.6763507020979,ATM,Clothing,FR,7,0.48046742390113323,0.2155619326643823,0
6588,442,1.4863185633721274,POS,Travel,US,17,0.03349429312501264,0.031062627850781503,0
2270,572,2.25973115667075,POS,Electronics,US,9,0.033955532180645454,0.05339386741368055,0
540,313,9.728495193314162,ATM,Electronics,US,18,0.09760965362097805,0.03648845702678056,0
2235,782,229.46804836462184,QR,Clothing,DE,3,0.48603943289252316,0.09950644452165573,0
9950,717,7.4926186623124655,POS,Travel,US,9,0.07525196205977211,0.036433891482611024,0
9868,478,313.64705014403773,QR,Food,TR,18,0.07108245493332029,0.0914819130141035,0
7668,703,52.937268628888006,ATM,Grocery,FR,23,0.15410722423254378,0.045089934277999885,0
3260,605,77.62892401770729,POS,Travel,US,23,0.03337981978983901,0.062380828626669195,0
474,165,240.53001859686108,Online,Clothing,UK,15,0.2508828192310611,0.1719596230013314,0
8961,275,77.10992367192175,Online,Clothing,UK,17,0.028916460370827506,0.04131118274593586,0
9305,149,153.51358330324976,QR,Electronics,FR,13,0.4251506990203654,0.06387044144424156,0
2154,366,47.30137923303964,ATM,Electronics,FR,8,0.174247717161669,0.33107429949103406,0
3340,625,153.6613053490444,ATM,Clothing,US,20,0.005321684169499729,0.005910646554132634,0
7435,729,114.4889563702055,QR,Travel,UK,18,0.15958527944441986,0.30173238710415956,0
2800,966,41.03478791247509,ATM,Electronics,FR,15,0.06729332614565639,0.006339885296671525,0
5885,903,215.37690052889934,POS,Electronics,UK,20,0.40349093972929406,0.12783188502275872,0
3265,645,73.62024127449482,Online,Travel,FR,21,0.12715939783465763,0.1830115316534084,0
1787,143,191.77869460985428,Online,Electronics,US,17,0.3436193261181451,0.15310866415377833,0
9775,124,67.02651617567882,ATM,Travel,UK,14,0.18612550264760297,0.05374310778257584,0
8099,884,17.962376876202594,ATM,Grocery,US,17,0.06345393048692545,0.07024858819344892,0
498,277,614.6759980141984,QR,Food,TR,18,0.272151937134583,0.2563853314870744,0
3946,260,166.77945241179967,QR,Grocery,UK,17,0.1684094812620251,0.1407770733117242,0
3534,740,34.66168662628215,QR,Food,DE,15,0.3140677568346573,0.07942127540975165,0
5509,46,862.2075942991673,POS,Food,US,17,0.06621069116371393,0.3766862151938621,0
9566,90,129.43779108940686,Online,Clothing,US,14,0.2665902438588679,0.05974980979127247,0
6561,598,133.27497588307122,POS,Electronics,DE,18,0.14196326158736713,0.09435041404570083,0
6345,299,148.70821868684283,QR,Grocery,FR,14,0.21074661398548059,0.1636431957396082,0
3828,793,139.29492873133347,POS,Clothing,US,23,0.0733566043396988,0.03192738280267755,0
1636,438,206.34695351633977,QR,Grocery,TR,3,0.1837167707994616,0.017269496629745675,0
3423,351,1.6646454574686662,ATM,Electronics,DE,22,0.0654895870490061,0.009719831964769773,0
695,822,247.7689349803065,QR,Travel,US,22,0.005754845270394888,0.012379210279236434,0
1243,818,157.11684418375413,QR,Electronics,DE,14,0.1342345578910072,0.0876028485619025,0
9488,541,8.889505610528577,QR,Electronics,DE,13,0.035370372179836705,0.4854712751551583,0
1889,720,378.8031965947449,Online,Grocery,FR,17,0.13372661034963862,0.0537016806536908,0
9551,325,1.0197857091910982,POS,Travel,US,18,0.07243845968747337,0.13873427722701762,0
6889,131,302.0939121634894,POS,Travel,FR,11,0.1354767808597801,0.3912234766769564,1
8362,186,41.557299434247284,ATM,Food,FR,9,0.15421957219605073,0.0981344274712406,0
7149,935,73.27260788595926,ATM,Travel,UK,5,0.06633421594838722,0.11814187137337202,0
4570,782,219.01405563080942,POS,Clothing,US,22,0.2782014130820979,0.09276135453629679,0
5453,206,511.0580359585335,ATM,Clothing,FR,19,0.2754292183253258,0.16807406267432454,0
3264,751,306.2378156973513,POS,Food,TR,9,0.197353006900396,0.051766885087677565,0
5935,455,77.97054615199553,POS,Travel,DE,22,0.06148192591096755,0.227476558538076,0
3106,482,11.391503208923186,ATM,Food,FR,13,0.008944594482018673,0.03362080247604805,0
7010,943,59.62698724739595,Online,Food,UK,3,0.06149958710727644,0.16292787109577575,0
7281,316,307.48194809314066,POS,Food,DE,8,0.32708019496780694,0.06178922460266417,0
29,51,94.43525257254792,QR,Travel,FR,11,0.11806041467217476,0.08542544825621659,0
6191,52,142.5106219388022,ATM,Clothing,FR,7,0.7670803326704533,0.29611689886344883,0
5531,98,19.756896779346487,Online,Clothing,US,9,0.10491999650272094,0.010420222767958127,0
7508,896,1.1903651417258143,POS,Grocery,US,17,0.02536413354923132,0.1661273963424204,0
6740,699,238.73420863297142,QR,Travel,UK,15,0.06411525084922913,0.005637894925630961,0
5954,261,3.842659246462105,POS,Travel,TR,22,0.15566421958788357,0.05973172783772647,0
721,994,251.96243344384516,ATM,Electronics,TR,15,0.006720297244403032,0.029782935477839716,0
4939,882,160.9406357497395,QR,Electronics,DE,16,0.14855025544864076,0.13679922450760423,0
5760,616,69.33341479533473,ATM,Food,UK,13,0.4817334761399087,0.20008339826716667,0
1382,408,104.9843639453432,Online,Clothing,TR,8,0.3084948791789616,0.28193777527154895,0
3488,153,89.700584945281,POS,Electronics,FR,16,0.2550657443644081,0.05263259507096217,0
9739,170,23.164391443165314,POS,Grocery,FR,17,0.08356059271891714,0.12461159260100747,0
8510,600,24.416365409325415,Online,Electronics,TR,17,0.12828975794886582,0.05706794958255884,0
3895,392,551.4296402666331,Online,Electronics,UK,19,0.5495637828641554,0.6207169971330354,1
6474,186,57.721312510825236,ATM,Electronics,UK,19,0.0675893547968236,0.07473670434897461,0
2292,877,357.1580462200322,QR,Electronics,TR,6,0.07775311322764306,0.15814289491527683,0
1238,281,3.7790285865671227,POS,Grocery,FR,15,0.10540096998049862,0.01932592762818716,0
2056,690,4.815316483267631,Online,Travel,US,20,0.07480633206366219,0.0636117650584337,0
8023,843,36.60487950474617,Online,Food,UK,18,0.14974362021183335,0.02831108300358856,0
4699,147,141.28871288214813,Online,Travel,FR,15,0.25908416621808283,0.22769567703937382,0
9606,444,3.619903008007842,ATM,Food,FR,6,0.013341883992758917,0.050578850125613896,0
1167,722,286.70516485478,POS,Electronics,TR,22,0.12154309838742498,0.2745764791744916,0
8358,193,24.567904777860292,Online,Travel,FR,20,0.07821699253740465,0.09550041431546961,0
3856,926,395.67990971705274,QR,Grocery,DE,6,0.5602499068437662,0.056501784799434206,0
8427,862,37.170468398455206,QR,Clothing,FR,16,0.056346957936327324,0.02282677459941877,0
1861,26,18.270625386653055,Online,Clothing,NG,15,0.42342470459666115,0.09900940840672788,0
3533,604,166.90522114652964,QR,Electronics,UK,18,0.14715262650346558,0.10882980556221168,0
6858,308,184.94482706251975,Online,Grocery,FR,16,0.28472471909845937,0.03296709150753825,0
7195,254,153.39622953150322,QR,Grocery,FR,6,0.2638828691738903,0.11843138641246752,0
7337,208,1.847140618054261,ATM,Travel,UK,13,0.12002580649676449,0.10834185375056979,0
2562,825,224.9423186431499,Online,Travel,FR,23,0.18623305646936864,0.025873694353789254,0
3797,702,35.64344774756861,Online,Electronics,US,17,0.36475439465606513,0.1474344299315374,0
2361,485,150.08709343055347,ATM,Food,DE,5,0.2712975884043547,0.16314250809121764,0
4345,838,20.763440656274334,POS,Grocery,DE,17,0.0859283043344632,0.01421218240767511,0
9011,481,99.34668962310045,POS,Grocery,TR,23,0.20369000153064537,0.028553200594824836,0
377,234,73.94893014976121,POS,Travel,US,9,0.12216572800008471,0.19180923511529732,0
4817,938,22.614845378966933,QR,Grocery,UK,10,0.24573514100472232,0.04245923067258826,0
1621,255,91.4379685154716,POS,Food,TR,22,0.24959191117934823,0.08043047101502172,0
7945,333,32.95713134207974,POS,Food,US,21,0.04805245007303354,0.47380450171045435,0
9288,383,575.5114725248816,POS,Food,DE,6,0.1868478771320698,0.4201730423958047,0
5941,388,22.7475387554727,POS,Electronics,US,14,0.10461458518984222,0.106900059978598,0
4823,548,60.08404622778042,ATM,Travel,US,23,0.19354154768669196,0.30859543301881237,0
455,170,166.419795580065,Online,Electronics,UK,14,0.09455710082229885,0.037263156457651624,0
3726,118,157.73421132775988,POS,Food,FR,2,0.17005926357678672,0.3246084954128583,0
9906,635,134.85491682937794,QR,Food,TR,19,0.10397772660078221,0.12210265651448148,0
844,584,36.854823975611964,ATM,Electronics,FR,16,0.12733287801203302,0.20465268550928428,0
5889,374,116.5409920203776,QR,Electronics,US,22,0.06206799362786364,0.028274792866227378,0
9118,991,138.1863270428011,POS,Food,FR,18,0.43771108413496146,0.5094244055007995,0
6074,951,133.20287499107985,QR,Clothing,UK,6,0.23938728265732412,0.21435991907606544,1
9451,246,54.6604866029254,ATM,Food,TR,12,0.11747688315018466,0.028404625629769777,0
8602,253,8.573331068488073,POS,Grocery,FR,9,0.010624910584592898,0.09551143368604853,0
9579,510,34.40787954635358,QR,Travel,DE,12,0.443524558998752,0.17909550282266326,0
1229,540,259.3973524581734,Online,Grocery,UK,20,0.12231096261416188,0.2076354373864091,0
293,715,375.3758712109758,POS,Food,UK,2,0.4180184983577307,0.14284305478441753,0
862,699,354.9854389665857,QR,Food,FR,10,0.04293539758927278,0.16168401210766223,0
1515,374,177.2242621120649,QR,Food,FR,11,0.04394089671536614,0.11255751719749388,0
6832,155,1.9090113719190205,POS,Clothing,TR,19,0.04304882801223667,0.09468641056738751,0
747,479,333.16515106739695,Online,Electronics,UK,17,0.6317685175963097,0.6300810485060847,1
160,82,320.5781061865505,QR,Grocery,UK,18,0.5596621364029425,0.267669791296977,0
4380,195,434.40243415052197,QR,Food,US,1,0.10784797542769395,0.16674681821525,0
6376,954,11.962063334048217,ATM,Electronics,US,17,0.13194016636344907,0.07460902213513998,0
1550,890,411.1843550353428,ATM,Food,FR,6,0.4266114102332907,0.24432908121192462,0
9443,228,155.33366136273546,POS,Travel,FR,15,0.2227794786101926,0.09539183073449618,0
32,554,14.805244678884122,QR,Grocery,FR,7,0.2325703540563877,0.12350887753593592,0
2318,415,204.2546120654802,ATM,Food,US,6,0.08608764991511733,0.05476025805980599,0
7808,686,35.9019607939403,Online,Clothing,TR,15,0.1655362595638729,0.22818041404301692,0
5137,573,491.7478004148706,ATM,Clothing,US,20,0.024153522206881925,0.04786811932924763,0
588,521,78.89240752605224,POS,Electronics,US,5,0.11287283243692865,0.19123306060884895,0
2805,494,535.4982559770689,POS,Electronics,US,18,0.2518833960437413,0.4941596744269125,0
7556,202,336.5491644275793,ATM,Electronics,DE,15,0.3836031521881328,0.40679773922468415,0
5892,9,29.073601853339007,Online,Electronics,FR,17,0.10645726450146455,0.1788576742404364,0
884,54,255.9793596582548,POS,Food,FR,18,0.1061638072237899,0.14514821849289672,0
5377,25,25.905750870590563,Online,Grocery,DE,13,0.10982491580343834,0.4756074844150873,0
2374,171,494.9748046130513,ATM,Travel,DE,8,0.16776867222485736,0.4410440899281058,1
5494,768,2.14174741832392,ATM,Travel,FR,2,0.04481418409626687,0.019463592033182715,0
6422,168,16.137956627734113,QR,Grocery,TR,17,0.3188386962894436,0.4336802677050412,0
9092,802,101.78355095695038,ATM,Travel,DE,23,0.013737213552788985,0.1465546892693734,0
8502,603,13.816328785200229,POS,Electronics,UK,21,0.22213192426127074,0.38139660972964506,0
4102,59,121.12118514656679,Online,Food,US,9,0.11771391934654425,0.0925294336326982,0
9708,672,5.264374520764162,POS,Clothing,TR,22,0.15314379108462509,0.16882482206488517,0
4265,521,109.33913701093321,QR,Travel,DE,21,0.42640184940812537,0.23464467266068942,1
9309,975,33.951795798104726,QR,Electronics,UK,11,0.31024430815408016,0.2935092920028294,0
8041,176,271.6278281235904,POS,Electronics,FR,11,0.21219772720379815,0.23621744789067387,0
4807,595,85.32967135945425,POS,Electronics,DE,15,0.08139947747501948,0.152963436359909,0
5950,379,115.26795669437963,QR,Electronics,FR,18,0.18364759169980038,0.22831338495828415,0
6355,190,117.15094654440054,QR,Travel,DE,23,0.11924753286520971,0.04365512998797091,0
7356,605,107.36418691111486,QR,Travel,DE,13,0.04783487502437949,0.0642680434936102,0
979,378,94.52588391392052,QR,Travel,TR,20,0.8383931389166305,0.22875020742737523,1
1168,67,179.4794335052168,Online,Electronics,FR,21,0.3590643490305406,0.19700101313948606,0
9272,616,418.35691169202136,POS,Grocery,TR,18,0.21907605601196475,0.27988321990508785,0
8241,565,37.70351829240523,ATM,Food,FR,23,0.028562818394410456,0.07904360912841873,0
2726,390,82.09542823266638,QR,Travel,FR,12,0.17515194321164648,0.2284511771369353,0
8592,924,4.145207692112286,ATM,Food,DE,9,0.1886241287546948,0.028834107693442818,0
1648,442,170.95451936590663,Online,Grocery,US,17,0.23716792334893996,0.06322029288728159,0
5460,530,141.05597186560385,POS,Clothing,UK,10,0.0969722637063966,0.140856587177123,0
5275,385,1.2579313499453444,Online,Food,TR,15,0.1373219699988786,0.09078688859939232,0
5715,839,520.6905156617277,POS,Food,FR,15,0.1720622540760644,0.026271512083332654,0
7830,478,21.220052318220564,QR,Clothing,FR,14,0.057648540157816994,0.1377242628548834,0
4378,957,204.18729986018536,Online,Food,UK,15,0.12192966330181375,0.19567621248005543,0
2291,873,752.8037648145475,QR,Food,TR,14,0.18517717511126494,0.09479472943147928,0
7719,665,19.84270702699697,QR,Clothing,DE,11,0.20027010952728463,0.08966224441946824,0
2591,682,403.6175744573158,Online,Clothing,TR,12,0.2272081682064247,0.10604425041195616,0
2482,862,187.84494037088714,ATM,Electronics,TR,8,0.2718624730126553,0.3684341875585742,0
1467,451,2.388938964439218,QR,Food,DE,20,0.08579323316129686,0.031627812651072465,0
3236,109,3.3649234951422824,QR,Grocery,TR,18,0.054210427252826515,0.03313768813013991,1
5055,891,11.309885980674157,POS,Food,TR,18,0.5457503591514701,0.2691584229287197,0
7564,526,83.26382362308117,POS,Travel,DE,22,0.007869319201216333,0.14513959881136546,0
3639,455,43.768303460143194,POS,Clothing,DE,7,0.3690342354203242,0.2446513815698334,0
5609,690,72.46788111358288,ATM,Electronics,UK,15,0.2657306953889616,0.08238736871883247,0
6393,251,292.1112198484253,POS,Travel,TR,6,0.10811636101249368,0.016368192419365536,0
9434,215,194.86659708258213,ATM,Grocery,UK,12,0.039745778808536386,0.00874853919102117,0
3723,240,12.006734471708997,ATM,Travel,TR,18,0.13448664209733635,0.3551725486465831,0
3852,965,16.002349255393156,QR,Travel,US,20,0.03516440203780508,0.2915281690714795,0
5028,420,40.416584152227784,POS,Food,FR,8,0.12213342464625833,0.3133913100299032,0
1992,172,78.6729199799194,QR,Clothing,FR,9,0.15670420670980653,0.04937322292885931,0
8115,583,21.89978693675961,QR,Travel,DE,22,0.039169938100119095,0.18172314552061233,0
5919,879,323.8020065926013,QR,Clothing,UK,12,0.14363080134575598,0.3847920571811179,0
2129,642,447.8463208876461,POS,Clothing,FR,15,0.2236828745495796,0.15086122563985116,0
1572,984,129.1951318164903,POS,Travel,DE,18,0.3894762656343181,0.2684184946258922,0
7730,226,41.73510545352233,ATM,Travel,TR,22,0.02930728908479293,0.1138955602713431,0
6853,852,105.82731375251477,QR,Electronics,TR,15,0.027127085690930468,0.13702376931016658,0
628,587,108.62837437249595,QR,Food,FR,20,0.41518371943568466,0.22646367446420568,0
6805,551,23.750419100646873,ATM,Food,UK,5,0.07458741754157452,0.09394476529577646,0
9780,935,324.26740915585236,POS,Food,FR,18,0.09066053314098962,0.3213922481727177,0
8172,271,76.49777574259329,Online,Clothing,UK,17,0.15077683884773907,0.15592253209916968,0
9079,137,206.05827306758476,Online,Clothing,US,21,0.7624519614639946,0.4629296789774566,0
7911,206,3.6758430015184356,Online,Grocery,FR,6,0.05218467482270484,0.3843527105916831,0
705,546,315.8981225447593,ATM,Food,TR,9,0.022846479700686022,0.20159506876121755,0
4871,755,248.33433794605287,POS,Clothing,UK,22,0.19525975601413267,0.40801164476685264,1
8845,838,166.56530883842547,ATM,Grocery,TR,22,0.1314228906482251,0.13719686392520153,0
8797,223,23.455568218291987,QR,Electronics,TR,20,0.16238413470488278,0.10545290693565751,0
5578,275,2.207448030840279,POS,Grocery,UK,21,0.07507949196650228,0.11748149863248804,0
7183,836,108.30227531470958,POS,Travel,DE,15,0.07645627956754007,0.3358335361583319,0
6907,287,370.6148864939555,Online,Electronics,FR,18,0.18623367688733725,0.2364713579966364,1
2160,228,75.65947017169935,POS,Travel,FR,20,0.11620484951863004,0.011550863978114875,0
175,681,124.43302092562517,ATM,Clothing,TR,10,0.1803370906835283,0.058910435627224006,0
6484,281,233.33402447842766,POS,Electronics,UK,9,0.48836316913882055,0.46589997518036974,0
1590,210,581.9166033445963,Online,Grocery,US,12,0.3626611830661238,0.13029726180063383,0
8881,803,67.48193683974418,POS,Grocery,DE,13,0.1300291601261317,0.06753409572944372,0
5651,289,821.4857442297016,POS,Travel,DE,12,0.4486446264745154,0.9996026492679309,1
8495,100,105.0307390616524,Online,Clothing,FR,10,0.27922623037935274,0.04818685805422703,0
2417,870,61.04397847926884,Online,Clothing,TR,5,0.1525255902256465,0.12129819527297382,0
3630,14,86.62340659859514,Online,Food,TR,10,0.14087626667499514,0.031189632439517792,0
1116,326,911.9737714592486,ATM,Travel,UK,17,0.3781007906530084,0.30016040014204465,0
6425,177,482.8657437797261,POS,Electronics,TR,18,0.26907576826629764,0.23685724424576782,0
5739,130,33.984863815153055,ATM,Food,DE,6,0.0024772931703012885,0.01101883318702308,0
3312,555,452.6580298970187,ATM,Travel,TR,21,0.25287882624930846,0.13585630007669042,0
7249,440,173.48553259626814,Online,Grocery,UK,5,0.5150370551513166,0.847754552849813,0
8432,646,462.9971399583984,POS,Clothing,DE,13,0.2005790075874852,0.3324145221070673,0
3562,197,1243.5574502278466,ATM,Clothing,NG,8,0.2788603813015216,0.4679725023577173,0
422,902,116.95889823799052,Online,Food,US,21,0.2710260890749863,0.11742735153168558,0
5591,10,349.63055257213296,POS,Grocery,UK,9,0.1203163768638309,0.08946753159905198,0
